Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Job Description,Employment Type,Job URL,Job Age,Job Age Number,Job Date,Collection Date
116,build,LinkedIn,2317584068,Accountmanager build,KulDy/UCnG4qRD6HAJZ0/Q==,Actief Werkt,"Amersfoort, Utrecht, Netherlands",['Staffing and Recruiting'],"Accountmanager build, , Regio Amersfoort, Aantal uren 40 uur per week, Salaris indicatie  2000  3200",Full-time,https://nl.linkedin.com/jobs/view/accountmanager-build-at-actief-werkt%21-2317584068?refId=ca85905f-5314-41ec-952e-c4fbaf2d7ce5&trackingId=KulDy%2FUCnG4qRD6HAJZ0%2FQ%3D%3D&position=16&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,16/11/2020,07/12/2020
