Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date
93,teacher,LinkedIn,2327191433,Docent- Coach met zeer veel ambitie en humor | Oss | The School Factory,6GZcymFr3haTOO3wUVy5/Q==,Werkzoekennl,"Oss, North Brabant, Netherlands","['Primary/', 'Secondary Education', 'Higher Education', 'Education Management']","Vacature van The School Factory, locatie Oss, , Docent  Coach, , Wij Zijn Op Zoek Naar Een Enthousiaste, , Leerkracht mv, Unit Route Arbeid",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327191433?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F115_the-school-factory%2Fvacatures%2F4954314_docent-coach-met-zeer-veel-ambitie-en-humor%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Deducation%2Boss&urlHash=uyEU&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/docent-coach-met-zeer-veel-ambitie-en-humor-oss-the-school-factory-at-werkzoeken-nl-2327191433?refId=989e7ee8-7d6b-41fb-bb56-3663ae2bd733&trackingId=6GZcymFr3haTOO3wUVy5%2FQ%3D%3D&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-17,2020-12-01
